리뷰,평점,긍정부정,리뷰길이
좋아요 좋아요짐 승용량에 향기도 좋아요,5,y,20
향기가 좋다고 해서 구매해봤어요 아직 사용 전이라 어떤지는 잘 모르겠네요 사용해보고 괜찮으면 재구매 할께요,5,n,56
저렴하고 용량 많고 향 좋고 만족합니다,5,y,22
가성비 좋고 향이 너무 좋아요,5,y,18
마트보다 저렴해서 너무 좋아요,5,y,17
배송도 진짜 진짜 빠르고 가격도 합리적이고 향도 좋네요,5,y,29
하루 만에 배송되었구요 사진처럼 포장에 엄청 신경 써주셨어요 타사에서 샴푸 샀다가 펌프가 아작 나서와 서 교환받느라고생했는데 세심하게 박스부터 파손주의 안내문 붙어 있구요 뽁뽁이로 하나하나 잘 포장해주셨네요 향도 좋구 무엇보다 용량도 많은 데 가격도 착하다는 여기 판매자님 단골 등록할렵니다,5,y,155
항암치료 후 머리숱이 회복이 덜 되어서 여러 샴푸 써봤어요 검색하다가 성분도 좋은 것 같고 평이 좋아서 구매해봤어요 적은 양으로도 거품이 풍부하고 향도 좋았고 세정력이 좋은 편인데도 컨디셔너하지 않고도 모발이 부드럽네요 좀 더 써봐야겠지만 탈모방지에도 도움이 되길 바라보네요,5,y,150
너무 너무 만족스러운 제품입니다 민감한 제 두피가 한결 괜찮아졌어요 성분을 보고 거품이 잘 안 날까 걱정했는데 생각보다 거품이 너무 너무 잘 나서 깜짝 놀랬어요 그리고 특히 제 남편이 향이 너무 좋데요 머리감으면서 힐링하는 기분이라고 허브 향일까요 하루의 시작이 너무 기분 좋으네요 다 사용하면 또 구입하러 갈게요,5,y,185
머리가 자꾸 빠져서 흑곡 샴푸를 한 년 정도 썻는데 가격만 진짜 비싸고 효과도 모르겠고 이걸로 갈아탔는데가 성비가 좋아요 일단 거품 잘 나고 향기도 좋고 머리 빠지는 건 좀 낫겠죠 하튼 써보고 괜찮아서 또 재구매했습니다 잘 쓸게요,5,y,130
덜 간 지럽고 좋아요 향이 제스탈은 아니지만 잘 늘께요,5,y,26
작은 거사서 써보고 맘에 들어서 큰 거로 샀어요 애벌샴푸하고 하면 거품도 잘나 구유분기 제거도 잘 되고 맘에 들어용,5,y,68
늘 사용하던 제품인데 어이와 함께 거품도 풍부하고 세정력도 좋아 상쾌히 사용합니다,5,y,45
일단 천연 샴푸라노 실리콘 성분 만족 제품도 만족합니다 그래서 그런지 거품은 일반 제품보다 엄청 풍성하지는 않습니다,5,y,67
거품이 안 나지만 거품 마니난다고 좋은 게 아닌 걸 알앗네요너 므 만족합니다요,5,y,41
늘 쓰던 건데 대용량으로 샀어요 전 브러쉬랑 같이 사용해 요 늘 만족하고 있어요,5,y,45
세정력도 좋고 거품도 잘 나고 맘에 들어요,5,y,22
안달로우 흰색 쓰고 좋았어서 파란색 구매해서 쓰고 있는데 향은 흰색이 좋아서 다음엔 흰색으로 살 거 같아요 일반 샴푸 쓰면 두피에 뾰루 지나는데 이 샴푸는 안나고 좋아요,5,y,90
거품도 잘 나고 세정력도 좋아요,5,y,17
냄새도 좋고 세정력도 좋아요,5,y,15
매번 사용하는 제품입니다 세정력도 좋고 피부에도 좋아요,5,y,32
한 번 펌핑해서 애벌샴푸해주고 다시 펌핑해서 머리 구석구석 샴푸 해주면 거품도 잘 나고 두피도시원하게 닦여서 좋아요 두피에 좋은 샴푸라는 게 느껴져서 만족합니다,5,y,88
배송도 빠르고 두피가 개운해서 좋으오 만족해요 마음에 들어 요 사은품도 좋아요,5,y,42
작은 용량 써보고 너무 좋아서 큰 용량 재구매했는데 배송도 빠르고 너무 좋아요 두피땜에 고민 많았는데 비듬도 잘 안 나오구 좋아요,5,y,71
너무 좋아요강추합니다 머릿결이 너무 좋아졌고 기름지지 않아요,5,y,34
머릿결 좋아지고 향기 좋아요,5,y,16
사용 전이라 사용감은 모르겠지만 유튜브 찾아보고 성분 따져서 구매한 거고 후기들도 좋아서 기대돼 요종이 테이프에 뽁뽁이가 아닌 종이로 포장되서 와서 택배 뜯는데도 기분 좋았네요,5,y,97
포장도 늘 꼼꼼히 해주시고 안달로 우 정말 좋아요 전 국민이다 써봤으면 합니다,5,y,48
작은 거사서 써봤는데 향 빼고 괜찮은 거 같아서 큰 사이즈로 구매했어요 작은 거샀을 때 포장엉망이라다 새서왔는데 여긴 꼼꼼하고 포장도 잘 돼 있어요,5,y,86
거품도 풍부하고 머릿결도 좋아지고 두피 가려움도 없어 지구 요계속 주문해서 쓰고 있구요 만족합니다 샴푸 후에도 잔향이 은은해서 좋아요,5,y,71
좋아요 좋아요 좋아요,5,y,14
조아요조아요조아요,5,y,11
항상 잘 쓰고 있습니다 탈모 예방에 큰 도움이 되어요 대용량이라 좋습니다,5,y,38
효과를 보려면 좀 더 길게 써봐야 하긴 하겠지만 일단은 괜찮은 것 같아요 특별히 쓰고 나서 더 가렵다거나 하는 것도 없는 것 같고 향은 처음엔 좀 묘한데 쓰다 보니 나쁘지 않네요,5,y,101
일반용량사 서 써보고 좋아서 대용량으로 다시 구매했습니다일단 성분도 좋고 향도 괜찮아요,5,y,51
인터넷을 통해서 알게 되었는데 거품도 잘 나고 잘 씻기면서 자극도 적습니다 두피 가려움도 많이 줄었고요 재구매 의사가 있었는데 사은품도 주고 가격도 더 저렴해져서 기쁘네요 앞으로도 꾸준히 이용할 것 같습니다,5,y,116
재구매입니다거품이 아주 풍성해서 좋고 천연 샴푸 여러 가지 써봤는데 시간이 지나도 많이 기름지지 않아 세정력 면에서도 만족하는 제품이예요비닐을 사용하지 않는 꼼꼼한 포장 역시 마음에 듭니다,5,y,111
재구매해서 쓰는 샴푸 솔직히 세정이 강하다거나 머릿결이 좋아지는 건 아니다 허나 두피에 나던 뾰루지들이 줄어들었다 그거 하나로 재구매 의 사여서 다시 구매,5,y,87
거품 잘 나고 무난해 요 머리결은 조금 더 써봐야 알 것 같아요,5,y,31
좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요,5,y,25
조아요조아요조아요조아요조아요조아요조아요조아요,5,y,31
향이 너무 좋아요 성분도 자극적이지 않고 착해 요지성 두피에 냄새에 엄청 민감 한 편인데 은은한 아로마 오일 냄새가 나고 헹구면 거의 무향입니다 정착하렵니 다양도 많구요,5,y,95
샴푸 거품도 잘 나고 세정력이 진짜 좋아요 다음날 돼도 기름이 덜지고 가렵지도 않아 요세정력이 좋은 대신 샴푸 후 트리트먼트를 발라줘야 머릿결이 부드러워집니다가려움 기름 없어진 게 너무 신세계라 계속 쓸 것 같네요,5,y,124
케이스는 싼티나 난다아무렴 내용물이 중요하니 상관없다 거품도 많이 나지 않고 적당하다 냄새는 동남아 성급 호텔 욕실에 있는 샴푸 냄새다 써보진 않았고 써보고 좋으면 한 달리뷰쓴다,5,y,86
항상 잘 이용하고 있습니다 다 쓰면 재구매할 예정이에요,5,y,32
배송도 빠르고 안전하게 배송되어서 참 좋네요 잘 써보겠습니다,5,y,34
환절기 되면 지루성 피부염 심해지는 편이에 요 좋다는 샴푸는 다 써보고 있어요일단 한번 썼는 향도 좋은데 순한 느낌이고 세 정도 잘 되는 느낌이에요,5,y,77
조아요조아요조아요조아요조아요조아요조아요,5,y,27
항상 이 제품만 사용합니다 성분도 좋고 염색을 자주 하여 두피가 민간한데 사용할수록 진정되는 게 느껴져요 너무 건조하지 않고 향도 은은해서 아주 만족하며 사용 중입니다 대용량이라 편해요,5,y,101
이 제품만 지금 년 넘게 꾸준하게 쓰고 있어요모발 때문에 샴푸도 좋다는 건 이것저것 다 써본 듯 하네요온 가족이 다 쓰는 샴푸입니다 정말 최고,5,y,77
두피가 예민해서 자주 가렵고 건조해서 각질도 많이 일어나서 검은 옷 입기 무서울 만큼 심했는데 엄마가 주신 것 써보고 나서 많이 좋아진 걸 보고 저도 주문했어 용향기도 너무 좋고 너무 만족스러워요,5,y,106
어디서 추천받고 썼는데 지금까지 썼던 것 중에 염증이 나가려움이 가장 적었어요 대용량 한통다 써서 또 구매했습니다 아주 마음에 들어요,5,y,80
천연제품이라 거품이 적을까봐 걱정했는데 생각보다 거품도 잘 나고 세정력도 좋아요 향은 약간 아가들 쓰는 오가닉워시랑 비슷해 요 머리도 떡잘 안 지는 거 같고 만족 만족,5,y,85
항상 쓰는 샴푸온 가족이 쓰기 좋아 요세정력도 좋구요 계속 쓸 거예요 가 격 착하게 사서 굿 포장짱,5,y,54
유기농 샴푸라 믿고 구매했어요 거품도 잘 나고 세정력도 좋고 사용한 뒤에 머리 가려움증도 없어서 만족하고 사용 중입니다,5,y,65
성분 좋은 거 감안하면 세정력 나쁘지 않은 것 같아요오래 가진 않지만 향도 괜찮고요,5,y,47
직구는 대용량이 없어서 아쉬웠는데 여기서 대용량 살 수 있어서 넘 좋아요 계면활성제 없는 제품인 게 안 믿길 정도로 거품도 잘 나는 편입니다 컨디셔너랑 같이 쓰면 더 좋아요,5,y,96
거품은 그닥 많이나진 않지만 천연 샴푸치고는 많이 나네요 이거쓴 뒤로 머리도 잘 안 빠지고 좋아요머릿결도 좋아졌어요,5,y,66
친환경 샴푸인데도 거품이 많이 나오고 향도 좋았어 여헹구는 과정에서도 린스를 한 머리 마냥 보들보들하더라구 여아직 한 번만 써 봤지 먼요 만족하면 또 구매하러 오겠습니다,5,y,96
벌써 통인가 통째 쓰고 있음 매달 새치염색으로 두피가 예민하고 안 좋은데 확실히 순하고 머리가 덜 빠지는 거 같아서 꾸준히 사용할 거임 성분이 착해서 좋음 그런데 이번에 제품이 찌그러져 와서 약간 속상함,5,y,112
처음 펌핑을 했을 때 너무 묽게 나와서 걱정했는데 거품도 풍성하고 세정도 잘 되어서 만족합니다 향은 어디서 맡아 본향인데 표현을 못하겠네 요인 공적이지 않고 자연스러운 향입니다,5,y,98
생머리에 건성이라 한여름에도 쉽게 유분이 생기지 않는 건조한 모발입니다 두 번 정도 써보았는데 린스를 추가로 사용하면 더더욱 좋을 듯하네요 거품도 잘 나고 세정력이 좋습니다,5,y,97
추천해줘서 구매했는데 배송도 빠르고 만족해 요 성분이 좋아서 믿고 쓸 수 있을 것 같네용,5,y,43
순하고 좋은 성분으로 되어 있어 믿고 구매합니다 탈모 예방에 도움이 되면 좋겠네요,5,y,46
원래 쓰던 재품인데 세일을 많이 해서 쟁여둘려고 구매함 순하고 세정 잘 되서 좋아요,5,y,43
두피 자극이 적고 세정력도 좋습니다 유분감이나 수분감도 적당하고 요구매한 지 얼마 안 됐는데 할인 이벤트가 있어서 하나 더 구매했습니다 좋은 가격이라 더 마음에 듭니다,5,y,97
일반 사이즈로 두 번 재구매해서 만족하게 쓰고 있어요대용량이 나와서 다시 구매했어요 성분이 좋으니 믿고 계속 사용하겠습니다,5,y,68
성분이 순하다고 해서 샀는 디세정력도 좋아 요 배송도 빠르고 안전하게 왔습니다,5,y,44
자극이 없고 향도 무난합니다 세정 후 사용감도 너무 미끌거리지 않아서 좋아요,5,y,43
항상 쓰는 거예요 좋아요 가격만 조금 낮아지거나 이벤트가 많아졌음 좋겠어요,5,y,41
쓰던 제품이라서 믿고 주문했어요 두피에 순하고 트러블이 안 생겨서 좋아요,5,y,42
냄새도 좋고 두피 가려움심했는데 훨씬 좋아졌어요양도 많고 맘에 듭니다,5,y,42
대용량이어서 맘에 들어요 알 달로우 제품들은 다 순해서 좋아요 펌프라서 펀 하게 씁니다,5,y,46
탈모에 좋아요 이번엔 대용량으로 구매했어요 파손 없이 잘 도착했네요,5,y,36
최근에 두피에 뾰루지가 나서 구매했어요 디파 유트부 보고 구매하는데 일단 첫날 사용감은 좋네요,5,y,54
매번 이샴푸를 사용하는 데 항상 만족하고 있습니다 지루성 두피염을 달고 계시는 분들은 꼭 안달로우코리아 샴푸 사용해보시길 추천 드릴게 여 ‘’,5,y,78
순해서 마음에 들어 요 거품도 저번보다 잘 나는 것 같아서 좋아요,5,y,37
대용량이라 좋고 무엇보다도 성분이 넘넘 좋아요 두피 민감한 분들이 사용하시면 좋을 것 같아요,5,y,56
정착해서 쓰는 중인데 너무 만족해요 여기 구성이 좋아서 샀어요,5,y,36
아이가 비듬이 심해서 많이 고민 끝에 여기가 가격이 저렴하길래 사보았어요 정품의심될 정도로 메디올 사이트보다 가격이 많이 저렴한 이유가 궁금하네요 헹구니 정품은 맞긴 한가봐 요머릿결도 가볍고 차분해진 감도 있구요 저도 머리가 엄청 길고 비듬이 좀 있는 편인데 감은 후에 비듬하나 안보이네요 더 써보면 효과 좋을 것도 같아요 왜냐면 머리감을 때 머리카락 많이 빠졌었는데 확실히 좀 줄어든 느낌이었어요 오늘 아이 머리 감겼는데 비듬이 워낙 심해서 머리감은 후에도 큰 비듬들이 덕 지덕지 붙어 있는데 잘 잘한 것들 몇 개 바께 안 보이더라구요담번에는 더 큰 용량으로 사고 싶은데 입고되면 좋겠네요,5,y,320
요즘에 광고도 많이 나오고 해서 한번 사봤어요 회사로 시켰는데 하루 만에 와서 너무 좋았어요 하루 만에 올 줄 알았으면 집으로 시키는 건데향을 뭘로 살까 하다가 일단 기본 향부터 써보자 싶어서 많이들 산다는 노란색으로 샀어요 좀 은은하면서 고급 지달까 암튼 향은 괜찮은 거 같아요 향이 너무 강하면 머리 아픈데 괜찮네요 저는 머리가 길어서 샴푸를 좀 많이 쓰는 편인데 메디올은 한 번만 짜서 해도 거품도 잘 나고 그래서 더 좋아요 후기들 찾아보니까 샴푸하고 좀 방치한 다음에 헹궈내라 그래 서그렇게 했는데 개운하네요 특히 지성 두피이신분한테 더 잘 맞을 것 같아요 두피가 좀 예민한 편이어서 샴푸 안 맞으면 두피가 아프고 막 그런데 아직까진 그런 건 없는 거 같아요 다 쓰면 힐링 부케향으로 사려구요 샘플로 주신 거 써봤는데 힐링부케향이 개인적으로 젤 좋네요 많이 파세요,5,y,404
